trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.01, 'e': 0.16041356777517274}",20,13,14.149378945303376,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.01, 'e': 0.15881742610692068}",20,0,14.262443264469946,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
186,False,"{'a': 0.01, 'e': 0.1572371663136276}",35,18,30.71418222762246,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.01, 'e': 0.1556726303679973}",30,19,7.78424691669061,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.1541236618151314}",20,1,32.090631637775985,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.01, 'e': 0.15259010575688386}",20,14,-30.36286945926188,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.01, 'e': 0.15107180883637084}",30,18,20.410106761606325,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.01, 'e': 0.14956861922263504}",20,10,18.187224756753054,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.14808038659546244}",20,12,5.045378392155793,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.01, 'e': 0.14660696213035015}",35,0,30.883156117151305,"{0: 33, 1: 0, 2: 2, 3: 0, 4: 0}",0
194,False,"{'a': 0.01, 'e': 0.14514819848362373}",35,19,16.76864930181809,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.01, 'e': 0.14370394977770293}",35,9,0.49671070776342385,"{0: 23, 1: 1, 2: 1, 3: 1, 4: 0}",1
196,False,"{'a': 0.01, 'e': 0.1422740715865136}",20,6,25.778050104261126,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.01, 'e': 0.140858420921045}",25,13,10.214301375219387,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.01, 'e': 0.13945685621505094}",30,20,19.776679589406964,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.01, 'e': 0.13806923731089282}",20,2,6.145600193390407,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.13669542544552385}",20,12,1.1210560564306795,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.01, 'e': 0.1353352832366127}",20,7,21.65863055155645,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.01, 'e': 0.13398867466880493}",25,3,-20.977534287680626,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
203,False,"{'a': 0.01, 'e': 0.13265546508012172}",20,3,16.842829508358147,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.01, 'e': 0.13133552114849303}",25,0,39.655939351344344,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
205,False,"{'a': 0.01, 'e': 0.1300287108784259}",20,12,15.175057078362912,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.12873490358780423}",20,12,16.250147207824508,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.12745396989482075}",20,0,29.465116685452738,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.01, 'e': 0.12618578170503877}",20,16,7.422016341540978,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.01, 'e': 0.12493021219858241}",20,8,10.962923200981683,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.01, 'e': 0.12368713581745483}",30,8,39.28860035907598,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.01, 'e': 0.1224564282529819}",35,7,37.35314220685916,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.01, 'e': 0.12123796643338168}",20,12,13.998199331834874,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.01, 'e': 0.12003162851145673}",30,6,31.565920816798155,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.11883729385240965}",35,25,18.50298540523364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.11765484302177918}",20,6,24.312655513060932,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.01, 'e': 0.11648415777349697}",30,9,12.784561854251999,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.11532512103806251}",20,15,8.829268453676157,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.01, 'e': 0.1141776169108365}",25,0,-18.37961077737135,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
219,False,"{'a': 0.01, 'e': 0.11304153064044985}",20,3,19.346637013438936,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.11191674861732888}",20,0,15.655922878313936,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
221,False,"{'a': 0.01, 'e': 0.11080315836233387}",20,6,22.63753623961813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.10970064851551141}",35,22,27.45865831102298,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.01, 'e': 0.10860910882495796}",30,16,16.870776617324253,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.01, 'e': 0.10752843013579495}",20,0,30.500610184834258,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
225,False,"{'a': 0.01, 'e': 0.1064585043792528}",25,8,33.89632798477777,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.10539922456186433}",25,11,28.074650688553806,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.01, 'e': 0.104350484754765}",20,8,9.911374437926876,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.1033121800831002}",30,12,30.051112827222482,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.01, 'e': 0.10228420671553744}",20,11,17.690657855871837,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.01, 'e': 0.1012664618538834}",25,10,26.047012921398284,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.1002588437228037}",20,5,8.319588680654903,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.09926125155964566}",20,4,26.619533267371676,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.09827358560436154}",20,13,13.024851145019522,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.01, 'e': 0.09729574708953276}",20,0,14.998252709237986,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
235,False,"{'a': 0.01, 'e': 0.09632763823049303}",35,17,30.39385313997007,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.09536916221554961}",20,13,3.1399877505926947,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.09442022319630235}",20,2,25.559909401041963,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.09348072627805847}",20,8,11.762213321669382,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.01, 'e': 0.09255057751034329}",20,14,8.731696307881387,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.01, 'e': 0.09162968387750484}",30,0,5.114613808009355,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
241,False,"{'a': 0.01, 'e': 0.09071795328941251}",30,21,15.805926350911411,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.01, 'e': 0.08981529457224763}",35,17,35.54658231876882,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.01, 'e': 0.08892161745938634}",20,14,9.781605288867045,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.01, 'e': 0.08803683258237255}",20,12,13.054097576893433,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.0871608514619813}",20,10,20.120702350045047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.01, 'e': 0.0862935864993705}",25,17,17.046898712390643,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.08543495096732123}",25,19,11.734953503131118,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.08458485900156469}",20,3,5.883763915868757,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.01, 'e': 0.08374322559219596}",20,6,22.17846654823696,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.08290996657517266}",30,8,30.087809032726415,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.0820849986238988}",20,10,16.811190021459037,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.08126823924089167}",25,13,23.754953161589377,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.01, 'e': 0.08045960674953244}",25,8,-13.831875830780696,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
254,False,"{'a': 0.01, 'e': 0.07965902028589801}",30,12,33.558551547390884,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.07886639979067495}",20,11,-26.12865342369603,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
256,False,"{'a': 0.01, 'e': 0.07808166600115313}",20,12,15.805945770839132,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.07730474044329974}",25,13,22.228927054575593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.07653554542391151}",20,12,18.267433492703134,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.01, 'e': 0.07577400402284548}",30,17,-20.224439607504408,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
260,False,"{'a': 0.01, 'e': 0.07502004008532698}",20,9,19.625918359444963,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.01, 'e': 0.07427357821433388}",20,10,-6.42378302725503,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.0735345437630571}",35,4,-12.678259023803307,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 1}",1
263,False,"{'a': 0.01, 'e': 0.07280286282743559}",20,10,17.248523279973142,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.0720784622387661}",20,14,12.566077034839601,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.01, 'e': 0.07136126955638605}",20,6,16.641432180270762,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.01, 'e': 0.0706512130604296}",20,2,29.586313886537962,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.06994822174465536}",20,5,4.626849356139908,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.069252225309346}",20,7,21.38176834660407,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.06856315415427791}",20,9,19.507555701765924,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.01, 'e': 0.06788093937176144}",20,0,28.776829020294468,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
271,False,"{'a': 0.01, 'e': 0.06720551273974976}",35,16,32.047119533412804,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.06653680671501686}",20,3,29.662828572381088,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.06587475442640295}",30,15,15.604184009178738,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.06521928966812753}",20,14,10.35683714497189,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.06457034689316847}",20,2,6.654198478702541,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.06392786120670757}",20,10,20.250075347583127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.01, 'e': 0.0632917683596407}",20,0,20.553568544999006,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.01, 'e': 0.06266200474215315}",25,10,25.409800679406295,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.06203850737735829}",20,3,25.58129116194907,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.06142121391500013}",25,12,26.49248708871665,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.01, 'e': 0.06081006262521795}",25,16,6.039692350236615,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.06020499239237354}",35,14,41.15511025052981,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.05960594270893937}",20,9,14.41001435985788,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.01, 'e': 0.05901285366944784}",20,12,16.17293141599495,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.05842566596450083}",25,15,12.711817004818103,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.057844320874838456}",25,15,18.83605351155331,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.05726876026546736}",25,11,-3.2939180885586543,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.0566989265798469}",30,20,-7.872001016053838,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
289,False,"{'a': 0.01, 'e': 0.056134762834133725}",20,8,20.400021743148688,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.01, 'e': 0.05557621261148306}",30,21,16.381817744745643,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.05502322005640723}",25,15,16.158668039767623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.05447572986918986}",25,13,22.846901999498833,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.05393368730035602}",25,12,26.329024153431213,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.053397038145197084}",20,9,-17.929362717256822,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
295,False,"{'a': 0.01, 'e': 0.05286572873835037}",30,8,27.76297377970873,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.05233970594843238}",20,9,-21.585649371460786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
297,False,"{'a': 0.01, 'e': 0.05181891717272583}",20,0,8.705871721494157,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
298,False,"{'a': 0.01, 'e': 0.05130331033191911}",25,10,23.914436989098366,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.01, 'e': 0.0507928338648985}",25,0,42.20290228839395,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.01, 'e': 0.050287436723591865}",20,5,30.261663352806192,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.049787068367863944}",20,8,25.453736625157646,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.01, 'e': 0.04929167876046215}",25,20,10.707007509214835,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.01, 'e': 0.04880121836201296}",20,14,11.824807995609968,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.01, 'e': 0.04831563812606777}",20,7,25.674564859355606,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.01, 'e': 0.04783488949419837}",20,13,11.32757144748571,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.01, 'e': 0.04735892439114091}",35,12,1.7968111688497632,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
307,False,"{'a': 0.01, 'e': 0.046887695219988486}",20,14,11.40170512894849,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.01, 'e': 0.04642115485743125}",30,19,20.84534592327499,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.01, 'e': 0.045959256649044204}",20,8,24.569365773407085,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.01, 'e': 0.04550195440462157}",30,21,8.653425800486202,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.01, 'e': 0.0450492023935578}",25,20,8.352552165004283,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.01, 'e': 0.044600955340274535}",25,15,16.218511521846374,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.01, 'e': 0.04415716841969286}",20,1,32.002785690241225,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.01, 'e': 0.04371779725275094}",20,0,28.423225200620635,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
315,False,"{'a': 0.01, 'e': 0.043282797901965896}",25,11,25.30240433105277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.01, 'e': 0.04285212686704019}",30,24,10.432352877087872,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.01, 'e': 0.042425741080511385}",25,15,16.906451768528832,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.01, 'e': 0.04200359790344555}",25,14,10.318746718318259,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.01, 'e': 0.04158565512117316}",25,4,37.379257251396396,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.01, 'e': 0.04117187093906774}",20,14,13.032681815384912,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.01, 'e': 0.04076220397836621}",20,13,9.290790147268577,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.01, 'e': 0.04035661327203115}",25,15,19.354754739360544,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.01, 'e': 0.039955058260653896}",30,15,24.239564289413142,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.01, 'e': 0.039557498788398725}",25,11,25.036139257356524,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.01, 'e': 0.039163895098987066}",25,12,22.533283871888774,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.01, 'e': 0.03877420783172201}",20,10,20.70224895267903,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.038388398017552054}",35,21,28.155983372197824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.01, 'e': 0.038006427075174314}",20,12,16.915863799479247,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.01, 'e': 0.0376282568071762}",20,0,30.20845562783356,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
330,False,"{'a': 0.01, 'e': 0.03725384939621581}",25,18,13.006933747405892,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.01, 'e': 0.036883167401239994}",25,18,15.558285364286137,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.01, 'e': 0.0365161737537404}",20,1,30.295723604719587,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.01, 'e': 0.03615283175404641}",20,3,28.388573343411146,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.01, 'e': 0.0357931050676553}",20,11,19.95416309457687,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.01, 'e': 0.03543695772159864}",20,10,17.74781937186429,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.01, 'e': 0.035084354100845025}",20,12,17.840567458297993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.01, 'e': 0.03473525894473856}",30,14,30.591199535577363,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.01, 'e': 0.03438963734347271}",25,11,25.272792823520824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.01, 'e': 0.034047454734599344}",20,11,18.02788943507626,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.033708676899572396}",30,16,0.3307467072218808,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
341,False,"{'a': 0.01, 'e': 0.03337326996032608}",25,3,26.884363892734584,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.01, 'e': 0.03304120037588693}",20,8,23.203057347190022,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.01, 'e': 0.03271243493901982}",20,7,23.298202297868677,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.01, 'e': 0.03238694077290704}",25,0,25.184490314572656,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
345,False,"{'a': 0.01, 'e': 0.03206468532786077}",20,16,7.555247776794014,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.01, 'e': 0.03174563637806794}",20,0,33.62053854218915,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.01, 'e': 0.03142976201836771}",25,14,21.337072605259085,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.01, 'e': 0.03111703066106086}",20,0,35.58251304865,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.01, 'e': 0.030807411032751076}",30,7,38.836494595040136,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.01, 'e': 0.030500872171217483}",25,0,24.679137341564566,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.01, 'e': 0.0301973834223185}",35,23,24.076712569199092,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.01, 'e': 0.029896914436926308}",20,3,14.162522789991499,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.01, 'e': 0.029599435167892}",20,0,27.39039715871352,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
354,False,"{'a': 0.01, 'e': 0.029304915867040746}",20,0,34.18750475694067,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
355,False,"{'a': 0.01, 'e': 0.029013327082197053}",25,12,23.914524247452018,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.01, 'e': 0.028724639654239423}",20,5,24.446527314694077,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.01, 'e': 0.028438824714184505}",20,8,25.735429710821197,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.01, 'e': 0.028155853680300096}",20,16,6.516842986766843,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.01, 'e': 0.027875698255247015}",30,13,18.207631301142303,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.01, 'e': 0.027598330423249287}",30,18,24.920891155409713,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.01, 'e': 0.02732372244729256}",30,3,40.45474321728082,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.01, 'e': 0.027051846866350416}",25,10,25.982627099702224,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.01, 'e': 0.026782676492638175}",20,16,9.113867354745466,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.01, 'e': 0.02651618440889418}",30,13,34.27590262904246,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.01, 'e': 0.02625234396568796}",35,25,5.131387547439055,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.01, 'e': 0.025991128778755347}",30,15,30.80141129921827,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.01, 'e': 0.02573251272635994}",20,9,13.440250784732076,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.01, 'e': 0.025476469946681016}",20,11,-27.499535524325584,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
369,False,"{'a': 0.01, 'e': 0.025222974835227212}",25,5,37.00690379328031,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
